location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,population,population_density
Colombia,2021-02-26,2244792.0,3567.0,3.970.143,59518.0,122.0,143.857,43.787.285,69.578,77.442,1.160.968,2.38,2.806,0.8,51265841.0,44.223
Colombia,2021-02-27,2248135.0,3343.0,3731.0,59660.0,142.0,139.286,43.852.494,65.209,72.778,1.163.738,2.77,2.717,0.81,51265841.0,44.223
Colombia,2021-02-28,2251690.0,3555.0,3.632.571,59766.0,106.0,133.143,43.921.839,69.344,70.858,1.165.806,2.068,2.597,0.84,51265841.0,44.223
Colombia,2021-03-01,2255260.0,3570.0,3.656.714,59866.0,100.0,127.429,43.991.476,69.637,71.328,1.167.756,1.951,2.486,0.86,51265841.0,44.223
Colombia,2021-03-02,2259599.0,4339.0,3.715.714,59972.0,106.0,122.0,44.076.113,84.637,72.479,1.169.824,2.068,2.38,0.87,51265841.0,44.223
Colombia,2021-03-03,2262646.0,3047.0,3.586.286,60082.0,110.0,117.429,44.135.548,59.435,69.955,1.171.969,2.146,2.291,0.87,51265841.0,44.223
Colombia,2021-03-04,2266211.0,3565.0,3.569.429,60189.0,107.0,113.286,44.205.088,69.539,69.626,1.174.057,2.087,2.21,0.87,51265841.0,44.223
Colombia,2021-03-05,2269582.0,3371.0,3.541.429,60300.0,111.0,111.714,44.270.843,65.755,69.08,1.176.222,2.165,2.179,0.89,51265841.0,44.223
Colombia,2021-03-06,2273245.0,3663.0,3.587.143,60412.0,112.0,107.429,44.342.294,71.451,69.971,1.178.406,2.185,2.096,0.9,51265841.0,44.223
Colombia,2021-03-07,2276656.0,3411.0,3.566.571,60503.0,91.0,105.286,44408.83,66.536,69.57,1.180.182,1.775,2.054,0.92,51265841.0,44.223
Colombia,2021-03-08,2278861.0,2205.0,3.371.571,60598.0,95.0,104.571,44.451.841,43.011,65.766,1.182.035,1.853,2.04,0.94,51265841.0,44.223
Colombia,2021-03-09,2282372.0,3511.0,3.253.286,60676.0,78.0,100.571,44.520.327,68.486,63.459,1.183.556,1.521,1.962,0.97,51265841.0,44.223
Colombia,2021-03-10,2285960.0,3588.0,3.330.571,60773.0,97.0,98.714,44.590.315,69.988,64.967,1.185.448,1.892,1.926,1.0,51265841.0,44.223
Colombia,2021-03-11,2290539.0,4579.0,3.475.429,60858.0,85.0,95.571,44.679.634,89.319,67.792,1.187.106,1.658,1.864,1.03,51265841.0,44.223
Colombia,2021-03-12,2294617.0,4078.0,3.576.429,60950.0,92.0,92.857,44759.18,79.546,69.762,1.188.901,1.795,1.811,1.05,51265841.0,44.223
Colombia,2021-03-13,2299082.0,4465.0,3691.0,61046.0,96.0,90.571,44.846.275,87.095,71.997,1.190.773,1.873,1.767,1.07,51265841.0,44.223
Colombia,2021-03-14,2303144.0,4062.0,3784.0,61143.0,97.0,91.429,44.925.509,79.234,73.811,1.192.666,1.892,1.783,1.08,51265841.0,44.223
Colombia,2021-03-15,2305884.0,2740.0,3.860.429,61243.0,100.0,92.143,44.978.956,53.447,75.302,1.194.616,1.951,1.797,1.1,51265841.0,44.223
Colombia,2021-03-16,2309600.0,3716.0,3.889.714,61368.0,125.0,98.857,45.051.441,72.485,75.873,1.197.054,2.438,1.928,1.12,51265841.0,44.223
Colombia,2021-03-17,2314154.0,4554.0,4.027.714,61498.0,130.0,103.571,45.140.272,88.831,78.565,1199.59,2.536,2.02,1.16,51265841.0,44.223
Colombia,2021-03-18,2319293.0,5139.0,4.107.714,61636.0,138.0,111.143,45.240.514,100.242,80.126,1.202.282,2.692,2.168,1.19,51265841.0,44.223
Colombia,2021-03-19,2324426.0,5133.0,4.258.429,61771.0,135.0,117.286,45.340.639,100.125,83.066,1.204.915,2.633,2.288,1.22,51265841.0,44.223
Colombia,2021-03-20,2331187.0,6761.0,4.586.429,61907.0,136.0,123.0,45472.52,131.881,89.464,1.207.568,2.653,2.399,1.24,51265841.0,44.223
Colombia,2021-03-21,2337230.0,6043.0,4.869.429,62028.0,121.0,126.429,45.590.396,117.876,94.984,1.209.928,2.36,2.466,1.25,51265841.0,44.223
Colombia,2021-03-22,2342278.0,5048.0,5.199.143,62148.0,120.0,129.286,45.688.863,98.467,101.415,1.212.269,2.341,2.522,1.25,51265841.0,44.223
Colombia,2021-03-23,2347224.0,4946.0,5.374.857,62274.0,126.0,129.429,45.785.341,96.477,104.843,1.214.727,2.458,2.525,1.25,51265841.0,44.223
Colombia,2021-03-24,2353210.0,5986.0,5.579.429,62394.0,120.0,128.0,45.902.105,116.764,108.833,1.217.068,2.341,2.497,1.26,51265841.0,44.223
Colombia,2021-03-25,2359942.0,6732.0,5807.0,62519.0,125.0,126.143,46033.42,131.316,113.272,1.219.506,2.438,2.461,1.27,51265841.0,44.223
Colombia,2021-03-26,2367337.0,7395.0,6.130.143,62645.0,126.0,124.857,46.177.668,144.248,119.576,1.221.964,2.458,2.435,1.29,51265841.0,44.223
Colombia,2021-03-27,2375591.0,8254.0,6.343.429,62790.0,145.0,126.143,46.338.672,161.004,123.736,1.224.792,2.828,2.461,1.3,51265841.0,44.223
Colombia,2021-03-28,2382730.0,7139.0,6500.0,62955.0,165.0,132.429,46.477.927,139.255,126.79,1.228.011,3.219,2.583,1.3,51265841.0,44.223
Colombia,2021-03-29,2389779.0,7049.0,6.785.857,63079.0,124.0,133.0,46.615.426,137.499,132.366,1.230.429,2.419,2.594,1.31,51265841.0,44.223
Colombia,2021-03-30,2397731.0,7952.0,7.215.286,63255.0,176.0,140.143,46.770.539,155.113,140.743,1.233.863,3.433,2.734,1.32,51265841.0,44.223
Colombia,2021-03-31,2406377.0,8646.0,7.595.286,63422.0,167.0,146.857,46.939.189,168.65,148.155,1237.12,3.258,2.865,1.32,51265841.0,44.223
Colombia,2021-04-01,2417826.0,11449.0,8.269.143,63614.0,192.0,156.429,47.162.515,223.326,161.299,1.240.865,3.745,3.051,1.33,51265841.0,44.223
Colombia,2021-04-02,2428048.0,10222.0,8673.0,63777.0,163.0,161.714,47.361.907,199.392,169.177,1.244.045,3.18,3.154,1.31,51265841.0,44.223
Colombia,2021-04-03,2437197.0,9149.0,8.800.857,63932.0,155.0,163.143,47.540.369,178.462,171.671,1.247.068,3.023,3.182,1.3,51265841.0,44.223
Colombia,2021-04-04,2446219.0,9022.0,9.069.857,64094.0,162.0,162.714,47.716.354,175.985,176.918,1.250.228,3.16,3.174,1.3,51265841.0,44.223
Colombia,2021-04-05,2456409.0,10190.0,9.518.571,64293.0,199.0,173.429,47.915.121,198.768,185.671,1254.11,3.882,3.383,1.31,51265841.0,44.223
Colombia,2021-04-06,2468236.0,11827.0,10.072.143,64524.0,231.0,181.286,48.145.821,230.699,196.469,1.258.616,4.506,3.536,1.32,51265841.0,44.223
Colombia,2021-04-07,2479617.0,11381.0,10.462.857,64767.0,243.0,192.143,48.367.821,222.0,204.09,1.263.356,4.74,3.748,1.31,51265841.0,44.223
Colombia,2021-04-08,2492081.0,12464.0,10.607.857,65014.0,247.0,200.0,48.610.945,243.125,206.919,1.268.174,4.818,3.901,1.32,51265841.0,44.223
Colombia,2021-04-09,2504206.0,12125.0,10.879.714,65283.0,269.0,215.143,48.847.458,236.512,212.222,1.273.421,5.247,4.197,1.32,51265841.0,44.223
Colombia,2021-04-10,2518715.0,14509.0,11.645.429,65608.0,325.0,239.429,49.130.473,283.015,227.158,1.279.761,6.34,4.67,1.34,51265841.0,44.223
Colombia,2021-04-11,2536198.0,17483.0,12.854.143,65889.0,281.0,256.429,49.471.499,341.026,250.735,1.285.242,5.481,5.002,1.35,51265841.0,44.223
Colombia,2021-04-12,2552937.0,16739.0,13.789.714,66156.0,267.0,266.143,49.798.013,326.514,268.984,1290.45,5.208,5.191,1.34,51265841.0,44.223
Colombia,2021-04-13,2569314.0,16377.0,14.439.714,66482.0,326.0,279.714,50.117.465,319.452,281.663,1.296.809,6.359,5.456,1.31,51265841.0,44.223
Colombia,2021-04-14,2585801.0,16487.0,15.169.143,66819.0,337.0,293.143,50.439.063,321.598,295.892,1.303.382,6.574,5.718,1.27,51265841.0,44.223
Colombia,2021-04-15,2602719.0,16918.0,15.805.429,67199.0,380.0,312.143,50.769.069,330.005,308.303,1.310.795,7.412,6.089,1.24,51265841.0,44.223
Colombia,2021-04-16,2619422.0,16703.0,16.459.429,67564.0,365.0,325.857,51094.88,325.811,321.06,1.317.915,7.12,6.356,1.21,51265841.0,44.223
Colombia,2021-04-17,2636076.0,16654.0,16.765.857,67931.0,367.0,331.857,51.419.736,324.856,327.038,1.325.073,7.159,6.473,1.19,51265841.0,44.223
Colombia,2021-04-18,2652947.0,16871.0,16.678.429,68328.0,397.0,348.429,51.748.824,329.089,325.332,1.332.817,7.744,6.797,1.17,51265841.0,44.223
Colombia,2021-04-19,2667136.0,14189.0,16.314.143,68748.0,420.0,370.286,52.025.597,276.773,318.226,1341.01,8.193,7.223,1.16,51265841.0,44.223
Colombia,2021-04-20,2684101.0,16965.0,16.398.143,69177.0,429.0,385.0,52.356.519,330.922,319.865,1.349.378,8.368,7.51,1.14,51265841.0,44.223
Colombia,2021-04-21,2701313.0,17212.0,16.501.714,69596.0,419.0,396.714,52692.26,335.74,321.885,1.357.551,8.173,7.738,1.13,51265841.0,44.223
Colombia,2021-04-22,2720619.0,19306.0,16.842.857,70026.0,430.0,403.857,53.068.846,376.586,328.54,1.365.939,8.388,7.878,1.12,51265841.0,44.223
Colombia,2021-04-23,2740544.0,19925.0,17.303.143,70446.0,420.0,411.714,53.457.506,388.66,337.518,1.374.131,8.193,8.031,1.1,51265841.0,44.223
Colombia,2021-04-24,2757274.0,16730.0,17314.0,70886.0,440.0,422.143,53.783.844,326.338,337.73,1.382.714,8.583,8.234,1.08,51265841.0,44.223
Colombia,2021-04-25,2774464.0,17190.0,17.359.571,71351.0,465.0,431.857,54.119.155,335.311,338.619,1.391.784,9.07,8.424,1.07,51265841.0,44.223
Colombia,2021-04-26,2787303.0,12839.0,17.166.714,71799.0,448.0,435.857,54.369.595,250.44,334.857,1.400.523,8.739,8.502,1.06,51265841.0,44.223
Colombia,2021-04-27,2804881.0,17578.0,17.254.286,72235.0,436.0,436.857,54.712.474,342.879,336.565,1.409.028,8.505,8.521,1.05,51265841.0,44.223
Colombia,2021-04-28,2824626.0,19745.0,17.616.143,72725.0,490.0,447.0,55.097.623,385.149,343.623,1.418.586,9.558,8.719,1.04,51265841.0,44.223
Colombia,2021-04-29,2841934.0,17308.0,17.330.714,73230.0,505.0,457.714,55.435.236,337.613,338.056,1.428.437,9.851,8.928,1.02,51265841.0,44.223
Colombia,2021-04-30,2859724.0,17790.0,17.025.714,73720.0,490.0,467.714,55.782.251,347.015,332.106,1.437.995,9.558,9.123,1.01,51265841.0,44.223
Colombia,2021-05-01,2877746.0,18022.0,17.210.286,73992.0,272.0,443.714,56.133.791,351.54,335.707,1443.3,5.306,8.655,1.0,51265841.0,44.223
Colombia,2021-05-02,2893655.0,15909.0,17.027.286,74477.0,485.0,446.571,56.444.115,310.324,332.137,1.452.761,9.46,8.711,0.98,51265841.0,44.223
Colombia,2021-05-03,2905254.0,11599.0,16.850.143,75164.0,687.0,480.714,56.670.367,226.252,328.682,1.466.161,13.401,9.377,0.97,51265841.0,44.223
Colombia,2021-05-04,2919805.0,14551.0,16.417.714,75627.0,463.0,484.571,56.954.201,283.834,320.247,1.475.193,9.031,9.452,0.97,51265841.0,44.223
Colombia,2021-05-05,2934611.0,14806.0,15.712.143,76015.0,388.0,470.0,57.243.009,288.808,306.484,1.482.761,7.568,9.168,0.97,51265841.0,44.223
Colombia,2021-05-06,2951101.0,16490.0,15.595.286,76414.0,399.0,454.857,57.564.666,321.657,304.204,1.490.544,7.783,8.873,0.98,51265841.0,44.223
Colombia,2021-05-07,2968626.0,17525.0,15.557.429,76867.0,453.0,449.571,57.906.511,341.846,303.466,1499.38,8.836,8.769,0.99,51265841.0,44.223
Colombia,2021-05-08,2985536.0,16910.0,15.398.571,77359.0,492.0,481.0,58.236.361,329.849,300.367,1.508.977,9.597,9.382,1.0,51265841.0,44.223
Colombia,2021-05-09,3002758.0,17222.0,15.586.143,77854.0,495.0,482.429,58.572.296,335.935,304.026,1.518.633,9.656,9.41,1.01,51265841.0,44.223
Colombia,2021-05-10,3015301.0,12543.0,15721.0,78342.0,488.0,454.0,58.816.962,244.666,306.656,1.528.152,9.519,8.856,1.01,51265841.0,44.223
Colombia,2021-05-11,3031726.0,16425.0,15.988.714,78771.0,429.0,449.143,59137.35,320.389,311.879,1536.52,8.368,8.761,1.01,51265841.0,44.223
Colombia,2021-05-12,3048719.0,16993.0,16.301.143,79261.0,490.0,463.714,59.468.819,331.468,317.973,1.546.078,9.558,9.045,1.02,51265841.0,44.223
Colombia,2021-05-13,3067879.0,19160.0,16.682.571,79760.0,499.0,478.0,59.842.557,373.738,325.413,1.555.812,9.734,9.324,1.02,51265841.0,44.223
Colombia,2021-05-14,3084460.0,16581.0,16.547.714,80250.0,490.0,483.286,60.165.988,323.432,322.782,1565.37,9.558,9.427,1.01,51265841.0,44.223
Colombia,2021-05-15,3103333.0,18873.0,16.828.143,80780.0,530.0,488.714,60.534.128,368.14,328.253,1.575.708,10.338,9.533,1.01,51265841.0,44.223
Colombia,2021-05-16,3118426.0,15093.0,16524.0,81300.0,520.0,492.286,60.828.535,294.407,322.32,1.585.851,10.143,9.603,1.0,51265841.0,44.223
Colombia,2021-05-17,3131410.0,12984.0,16587.0,81809.0,509.0,495.286,61.081.803,253.268,323.549,1595.78,9.929,9.661,1.0,51265841.0,44.223
Colombia,2021-05-18,3144547.0,13137.0,16.117.286,82291.0,482.0,502.857,61.338.055,256.253,314.386,1.605.182,9.402,9.809,1.01,51265841.0,44.223
Colombia,2021-05-19,3161126.0,16579.0,16.058.143,82743.0,452.0,497.429,61.661.448,323.393,313.233,1.613.999,8.817,9.703,1.02,51265841.0,44.223
Colombia,2021-05-20,3177212.0,16086.0,15619.0,83233.0,490.0,496.143,61.975.224,313.776,304.667,1.623.557,9.558,9.678,1.04,51265841.0,44.223
Colombia,2021-05-21,3192050.0,14838.0,15370.0,83719.0,486.0,495.571,62.264.657,289.432,299.81,1.633.037,9.48,9.667,1.07,51265841.0,44.223
Colombia,2021-05-22,3210787.0,18737.0,15.350.571,84228.0,509.0,492.571,62.630.144,365.487,299.431,1.642.965,9.929,9.608,1.1,51265841.0,44.223
Colombia,2021-05-23,3232456.0,21669.0,16290.0,84724.0,496.0,489.143,63.052.823,422.679,317.755,1652.64,9.675,9.541,1.14,51265841.0,44.223
Colombia,2021-05-24,3249433.0,16977.0,16.860.429,85207.0,483.0,485.429,63.383.979,331.156,328.882,1.662.062,9.421,9.469,1.16,51265841.0,44.223
Colombia,2021-05-25,3270614.0,21181.0,18.009.571,85666.0,459.0,482.143,63.797.139,413.16,351.298,1.671.015,8.953,9.405,1.17,51265841.0,44.223
Colombia,2021-05-26,3294101.0,23487.0,18.996.429,86180.0,514.0,491.0,64.255.281,458.141,370.547,1.681.041,10.026,9.578,1.18,51265841.0,44.223
Colombia,2021-05-27,3319193.0,25092.0,20283.0,86693.0,513.0,494.286,64.744.729,489.449,395.644,1.691.048,10.007,9.642,1.18,51265841.0,44.223
Colombia,2021-05-28,3342567.0,23374.0,21.502.429,87207.0,514.0,498.286,65.200.666,455.937,419.43,1.701.074,10.026,9.72,1.17,51265841.0,44.223
Colombia,2021-05-29,3363061.0,20494.0,21.753.429,87747.0,540.0,502.714,65.600.426,399.759,424.326,1.711.608,10.533,9.806,1.16,51265841.0,44.223
Colombia,2021-05-30,3383279.0,20218.0,21.546.143,88282.0,535.0,508.286,65.994.801,394.376,420.283,1.722.043,10.436,9.915,1.16,51265841.0,44.223
Colombia,2021-05-31,3406456.0,23177.0,22.431.857,88774.0,492.0,509.571,66.446.896,452.094,437.56,1731.64,9.597,9.94,1.18,51265841.0,44.223
Colombia,2021-06-01,3432422.0,25966.0,23.115.429,89297.0,523.0,518.714,66.953.393,506.497,450.893,1.741.842,10.202,10.118,1.18,51265841.0,44.223
Colombia,2021-06-02,3459422.0,27000.0,23.617.286,89808.0,511.0,518.286,67.480.059,526.666,460.683,1751.81,9.968,10.11,1.17,51265841.0,44.223
Colombia,2021-06-03,3488046.0,28624.0,24.121.857,90353.0,545.0,522.857,68.038.404,558.344,470.525,1.762.441,10.631,10.199,1.16,51265841.0,44.223
Colombia,2021-06-04,3518046.0,30000.0,25.068.429,90890.0,537.0,526.143,68.623.589,585.185,488.989,1.772.915,10.475,10.263,1.14,51265841.0,44.223
Colombia,2021-06-05,3547017.0,28971.0,26.279.429,91422.0,532.0,525.0,69.188.702,565.113,512.611,1.783.293,10.377,10.241,1.12,51265841.0,44.223
Colombia,2021-06-06,3571067.0,24050.0,26.826.857,91961.0,539.0,525.571,69.657.825,469.123,523.289,1.793.807,10.514,10.252,1.1,51265841.0,44.223
Colombia,2021-06-07,3593016.0,21949.0,26.651.429,92496.0,535.0,531.714,70.085.966,428.141,519.867,1.804.242,10.436,10.372,1.08,51265841.0,44.223
Colombia,2021-06-08,3611602.0,18586.0,25.597.143,92923.0,427.0,518.0,70.448.508,362.542,499.302,1.812.571,8.329,10.104,1.07,51265841.0,44.223
Colombia,2021-06-09,3633481.0,21879.0,24.865.571,93394.0,471.0,512.286,70.875.283,426.775,485.032,1.821.759,9.187,9.993,1.07,51265841.0,44.223
Colombia,2021-06-10,3665137.0,31656.0,25.298.714,94046.0,652.0,527.571,71492.77,617.487,493.481,1.834.477,12.718,10.291,1.08,51265841.0,44.223
Colombia,2021-06-11,3694707.0,29570.0,25.237.286,94615.0,569.0,532.143,72.069.568,576.797,492.283,1.845.576,11.099,10.38,1.09,51265841.0,44.223
Colombia,2021-06-12,3724705.0,29998.0,25384.0,95192.0,577.0,538.571,72.654.714,585.146,495.145,1.856.831,11.255,10.505,1.09,51265841.0,44.223
Colombia,2021-06-13,3753224.0,28519.0,26.022.429,95778.0,586.0,545.286,73211.01,556.296,507.598,1.868.262,11.431,10.636,1.08,51265841.0,44.223
Colombia,2021-06-14,3777600.0,24376.0,26.369.143,96366.0,588.0,552.857,73.686.492,475.482,514.361,1.879.731,11.47,10.784,1.07,51265841.0,44.223
Colombia,2021-06-15,3802052.0,24452.0,27.207.143,96965.0,599.0,577.429,74.163.457,476.965,530.707,1.891.415,11.684,11.263,1.07,51265841.0,44.223
Colombia,2021-06-16,3829879.0,27827.0,28.056.857,97560.0,595.0,595.143,74.706.255,542.798,547.282,1.903.022,11.606,11.609,1.06,51265841.0,44.223
Colombia,2021-06-17,3859824.0,29945.0,27.812.429,98156.0,596.0,587.143,75.290.367,584.112,542.514,1.914.647,11.626,11.453,1.06,51265841.0,44.223
Colombia,2021-06-18,3888614.0,28790.0,27701.0,98746.0,590.0,590.143,75851.95,561.583,540.34,1.926.156,11.509,11.511,1.05,51265841.0,44.223
Colombia,2021-06-19,3917348.0,28734.0,27.520.429,99335.0,589.0,591.857,76412.44,560.49,536.818,1.937.645,11.489,11.545,1.05,51265841.0,44.223
Colombia,2021-06-20,3945166.0,27818.0,27.420.286,99934.0,599.0,593.714,76.955.063,542.623,534.865,1.949.329,11.684,11.581,1.05,51265841.0,44.223
Colombia,2021-06-21,3968405.0,23239.0,27.257.857,100582.0,648.0,602.286,77.408.366,453.304,531.696,1.961.969,12.64,11.748,1.05,51265841.0,44.223
Colombia,2021-06-22,3997021.0,28616.0,27.852.714,101302.0,720.0,619.571,77.966.555,558.188,543.3,1.976.014,14.044,12.085,1.06,51265841.0,44.223
Colombia,2021-06-23,4027016.0,29995.0,28.162.429,101947.0,645.0,626.714,78.551.642,585.087,549.341,1.988.595,12.581,12.225,1.06,51265841.0,44.223
Colombia,2021-06-24,4060013.0,32997.0,28.598.429,102636.0,689.0,640.0,79.195.287,643.645,557.846,2.002.035,13.44,12.484,1.06,51265841.0,44.223
Colombia,2021-06-25,4092746.0,32733.0,29.161.714,103321.0,685.0,653.571,79.833.782,638.495,568.833,2.015.397,13.362,12.749,1.06,51265841.0,44.223
Colombia,2021-06-26,4126340.0,33594.0,29856.0,104014.0,693.0,668.429,80.489.073,655.29,582.376,2.028.914,13.518,13.038,1.05,51265841.0,44.223
Colombia,2021-06-27,4158716.0,32376.0,30.507.143,104678.0,664.0,677.714,81.120.604,631.532,595.077,2.041.866,12.952,13.22,1.03,51265841.0,44.223
Colombia,2021-06-28,4187194.0,28478.0,31.255.571,105326.0,648.0,677.714,81.676.101,555.497,609.676,2.054.506,12.64,13.22,1.01,51265841.0,44.223
Colombia,2021-06-29,4213074.0,25880.0,30.864.714,105934.0,608.0,661.714,82180.92,504.82,602.052,2.066.366,11.86,12.908,0.99,51265841.0,44.223
Colombia,2021-06-30,4240982.0,27908.0,30.566.571,106544.0,610.0,656.714,82.725.299,544.378,596.237,2.078.265,11.899,12.81,0.97,51265841.0,44.223
Colombia,2021-07-01,4269297.0,28315.0,29.897.714,107137.0,593.0,643.0,83.277.616,552.317,583.19,2.089.832,11.567,12.542,0.96,51265841.0,44.223
Colombia,2021-07-02,4297302.0,28005.0,29.222.286,107723.0,586.0,628.857,83.823.886,546.27,570.015,2.101.263,11.431,12.267,0.94,51265841.0,44.223
Colombia,2021-07-03,4324230.0,26928.0,28270.0,108314.0,591.0,614.286,84.349.148,525.262,551.439,2.112.791,11.528,11.982,0.93,51265841.0,44.223
Colombia,2021-07-04,4350495.0,26265.0,27397.0,108896.0,582.0,602.571,84.861.477,512.329,534.41,2.124.143,11.353,11.754,0.92,51265841.0,44.223
Colombia,2021-07-05,4375861.0,25366.0,26.952.429,109466.0,570.0,591.429,85.356.271,494.793,525.739,2.135.262,11.119,11.537,0.92,51265841.0,44.223
Colombia,2021-07-06,4402582.0,26721.0,27.072.571,110019.0,553.0,583.571,85.877.495,521.224,528.082,2.146.049,10.787,11.383,0.9,51265841.0,44.223
Colombia,2021-07-07,4426811.0,24229.0,26547.0,110578.0,559.0,576.286,86350.11,472.615,517.83,2.156.953,10.904,11.241,0.88,51265841.0,44.223
Colombia,2021-07-08,4450086.0,23275.0,25827.0,111155.0,577.0,574.0,86.804.116,454.006,503.786,2.168.208,11.255,11.197,0.86,51265841.0,44.223
Colombia,2021-07-09,4471622.0,21536.0,24.902.857,111731.0,576.0,572.571,87.224.201,420.085,485.759,2.179.443,11.236,11.169,0.84,51265841.0,44.223
Colombia,2021-07-10,4492537.0,20915.0,24.043.857,112298.0,567.0,569.143,87.632.172,407.971,469.003,2.190.503,11.06,11.102,0.83,51265841.0,44.223
Colombia,2021-07-11,4511960.0,19423.0,23.066.429,112826.0,528.0,561.429,88011.04,378.868,449.938,2.200.803,10.299,10.951,0.82,51265841.0,44.223
Colombia,2021-07-12,4530610.0,18650.0,22107.0,113335.0,509.0,552.714,88374.83,363.79,431.223,2.210.731,9.929,10.781,0.81,51265841.0,44.223
Colombia,2021-07-13,4548142.0,17532.0,20.794.286,113839.0,504.0,545.714,88.716.812,341.982,405.617,2.220.562,9.831,10.645,0.81,51265841.0,44.223
Colombia,2021-07-14,4565372.0,17230.0,19.794.429,114337.0,498.0,537.0,89.052.904,336.091,386.113,2.230.276,9.714,10.475,0.81,51265841.0,44.223
Colombia,2021-07-15,4583442.0,18070.0,19.050.857,114833.0,496.0,525.429,89405.38,352.476,371.609,2.239.952,9.675,10.249,0.8,51265841.0,44.223
Colombia,2021-07-16,4601335.0,17893.0,18.530.429,115333.0,500.0,514.571,89.754.404,349.024,361.458,2.249.705,9.753,10.037,0.8,51265841.0,44.223
Colombia,2021-07-17,4621260.0,19925.0,18389.0,115831.0,498.0,504.714,90.143.064,388.66,358.699,2.259.419,9.714,9.845,0.8,51265841.0,44.223
Colombia,2021-07-18,4639466.0,18206.0,18.215.143,116307.0,476.0,497.286,90.498.194,355.129,355.308,2.268.704,9.285,9.7,0.79,51265841.0,44.223
Colombia,2021-07-19,4655921.0,16455.0,17.901.571,116753.0,446.0,488.286,90.819.167,320.974,349.191,2.277.403,8.7,9.525,0.77,51265841.0,44.223
Colombia,2021-07-20,4668750.0,12829.0,17.229.714,117131.0,378.0,470.286,91.069.412,250.245,336.086,2.284.777,7.373,9.173,0.75,51265841.0,44.223
Colombia,2021-07-21,4679994.0,11244.0,16.374.571,117482.0,351.0,449.286,91.288.739,219.327,319.405,2.291.623,6.847,8.764,0.73,51265841.0,44.223
Colombia,2021-07-22,4692570.0,12576.0,15.589.714,117836.0,354.0,429.0,91.534.049,245.31,304.096,2.298.529,6.905,8.368,0.72,51265841.0,44.223
Colombia,2021-07-23,4705734.0,13164.0,14.914.143,118188.0,352.0,407.857,91.790.828,256.779,290.918,2.305.395,6.866,7.956,0.72,51265841.0,44.223
Colombia,2021-07-24,4716798.0,11064.0,13.648.286,118538.0,350.0,386.714,92.006.644,215.816,266.226,2.312.222,6.827,7.543,0.71,51265841.0,44.223
Colombia,2021-07-25,4727846.0,11048.0,12.625.714,118868.0,330.0,365.857,92.222.148,215.504,246.279,2.318.659,6.437,7.136,0.71,51265841.0,44.223
Colombia,2021-07-26,4736349.0,8503.0,11.489.714,119182.0,314.0,347.0,92.388.009,165.861,224.12,2.324.784,6.125,6.769,0.71,51265841.0,44.223
Colombia,2021-07-27,4747775.0,11426.0,11.289.286,119482.0,300.0,335.857,92.610.887,222.877,220.211,2.330.636,5.852,6.551,0.72,51265841.0,44.223
Colombia,2021-07-28,4757139.0,9364.0,11.020.714,119801.0,319.0,331.286,92.793.543,182.656,214.972,2.336.858,6.222,6.462,0.71,51265841.0,44.223
Colombia,2021-07-29,4766829.0,9690.0,10.608.429,120126.0,325.0,327.143,92.982.557,189.015,206.93,2.343.198,6.34,6.381,0.71,51265841.0,44.223
Colombia,2021-07-30,4776291.0,9462.0,10.079.571,120432.0,306.0,320.571,93.167.125,184.567,196.614,2.349.167,5.969,6.253,0.71,51265841.0,44.223
Colombia,2021-07-31,4785320.0,9029.0,9.788.857,120723.0,291.0,312.143,93.343.246,176.121,190.943,2.354.843,5.676,6.089,0.7,51265841.0,44.223
Colombia,2021-08-01,4794414.0,9094.0,9.509.714,120998.0,275.0,304.286,93.520.635,177.389,185.498,2.360.207,5.364,5.935,0.7,51265841.0,44.223
Colombia,2021-08-02,4801050.0,6636.0,9243.0,121216.0,218.0,290.571,93.650.078,129.443,180.295,2.364.459,4.252,5.668,0.69,51265841.0,44.223
Colombia,2021-08-03,4807979.0,6929.0,8.600.571,121216.0,0.0,247.714,93.785.236,135.158,167.764,2.364.459,0.0,4.832,0.68,51265841.0,44.223
Colombia,2021-08-04,4815063.0,7084.0,8.274.857,121695.0,479.0,270.571,93.923.418,138.182,161.411,2.373.803,9.343,5.278,0.67,51265841.0,44.223
Colombia,2021-08-05,4821603.0,6540.0,7.824.857,121899.0,204.0,253.286,94.050.988,127.57,152.633,2.377.782,3.979,4.941,0.67,51265841.0,44.223
Colombia,2021-08-06,4828583.0,6980.0,7.470.286,122087.0,188.0,236.429,94.187.141,136.153,145.717,2.381.449,3.667,4.612,0.66,51265841.0,44.223
Colombia,2021-08-07,4834634.0,6051.0,7.044.857,122277.0,190.0,222.0,94.305.173,118.032,137.418,2.385.155,3.706,4.33,0.65,51265841.0,44.223
Colombia,2021-08-08,4838984.0,4350.0,6.367.143,122458.0,181.0,208.571,94.390.025,84.852,124.199,2.388.686,3.531,4.068,0.64,51265841.0,44.223
Colombia,2021-08-09,4843007.0,4023.0,5.993.857,122601.0,143.0,197.857,94.468.498,78.473,116.917,2.391.475,2.789,3.859,0.63,51265841.0,44.223
